UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Target,Failure Type,Temperature Difference [K],Power,Power [W],Type_LabelEncoded,Cluster
5269,L52448,L,303.4,312.9,1389,54.1,109,0,No Failure,9.5,75144.90000000001,7869.155526491322,1,4
5270,L52449,L,303.5,312.9,1504,44.8,111,0,No Failure,9.399999999999977,67379.2,7055.933324158579,1,2
5271,L52450,L,303.5,312.9,1275,64.4,113,0,No Failure,9.399999999999977,82110.0,8598.539092875264,1,4
5272,L52451,L,303.6,313.0,1534,39.7,115,0,No Failure,9.399999999999977,60899.8,6377.412142836256,1,2
5273,M20132,M,303.6,313.0,1396,38.2,117,0,No Failure,9.399999999999977,53327.200000000004,5584.411325217121,2,7
5274,L52453,L,303.6,313.1,1395,44.1,120,0,No Failure,9.5,61519.5,6442.306975083909,1,2
5275,L52454,L,303.6,313.0,1617,30.9,122,0,No Failure,9.399999999999977,49965.299999999996,5232.353980480336,1,7
5276,L52455,L,303.7,313.1,1423,41.2,124,0,No Failure,9.400000000000034,58627.600000000006,6139.467915253365,1,2
5277,L52456,L,303.5,313.0,1606,34.0,126,0,No Failure,9.5,54604.0,5718.117508553902,1,7
5278,L52457,L,303.5,312.9,1501,44.0,128,0,No Failure,9.399999999999977,66044.0,6916.11150712281,1,2
5279,M20138,M,303.5,312.9,1618,30.4,130,0,No Failure,9.399999999999977,49187.2,5150.8715390217285,2,7
5280,L52459,L,303.6,313.0,1522,35.8,133,0,No Failure,9.399999999999977,54487.6,5705.928129057973,1,7
5281,L52460,L,303.6,312.9,1480,41.4,135,0,No Failure,9.299999999999955,61272.0,6416.388835691793,1,2
5282,M20141,M,303.7,313.0,1469,39.9,137,0,No Failure,9.300000000000011,58613.1,6137.949478804129,2,2
5283,H34696,H,303.8,313.2,1381,52.4,140,0,No Failure,9.399999999999977,72364.4,7577.982247381106,0,2
5284,L52463,L,303.8,313.2,1525,41.9,145,0,No Failure,9.399999999999977,63897.5,6691.33055275846,1,2
5285,M20144,M,303.8,313.2,1732,29.6,147,0,No Failure,9.399999999999977,51267.200000000004,5368.688629670622,2,7
5286,L52465,L,303.8,313.1,1523,39.8,150,0,No Failure,9.300000000000011,60615.399999999994,6347.629844480224,1,2
5287,L52466,L,303.8,313.1,1422,42.4,152,0,No Failure,9.300000000000011,60292.799999999996,6313.847251478622,1,2
5288,H34701,H,303.8,313.2,1506,46.9,154,0,No Failure,9.399999999999977,70631.4,7396.502911758736,0,2
5289,L52468,L,303.8,313.2,1531,39.4,159,0,No Failure,9.399999999999977,60321.4,6316.842236475045,1,2
5290,M20149,M,303.9,313.3,1507,34.3,161,0,No Failure,9.400000000000034,51690.1,5412.974614110725,2,7
5291,L52470,L,303.9,313.3,1526,40.7,164,0,No Failure,9.400000000000034,62108.200000000004,6503.955494922853,1,2
5292,L52471,L,303.8,313.3,1406,52.1,166,0,No Failure,9.5,73252.6,7670.99433387839,1,2
5293,M20152,M,303.9,313.3,1567,35.0,168,0,No Failure,9.400000000000034,54845.0,5743.35496953774,2,7
5294,M20153,M,303.9,313.4,1464,49.1,171,0,No Failure,9.5,71882.40000000001,7527.507325413432,2,2
5295,L52474,L,303.9,313.4,1442,48.5,174,0,No Failure,9.5,69937.0,7323.785513803645,1,2
5296,L52475,L,303.8,313.2,1336,47.8,176,0,No Failure,9.399999999999977,63860.799999999996,6687.487337745568,1,2
5297,H34710,H,303.8,313.2,1379,50.2,178,0,No Failure,9.399999999999977,69225.8,7249.308823962543,0,2
5298,L52477,L,303.7,313.1,1406,48.6,183,0,No Failure,9.400000000000034,68331.6,7155.668418934544,1,2
5300,L52479,L,303.7,313.1,1355,49.1,188,0,No Failure,9.400000000000034,66530.5,6967.057667988524,1,2
5301,M20160,M,303.8,313.2,1710,26.5,190,0,No Failure,9.399999999999977,45315.0,4745.375703247382,2,7
5302,L52481,L,303.8,313.1,1309,55.8,193,0,No Failure,9.300000000000011,73042.2,7648.9612974012125,1,2
5303,L52482,L,303.9,313.1,1491,37.2,195,0,No Failure,9.200000000000045,55465.200000000004,5808.302161662953,1,7
5304,L52483,L,303.9,313.2,1481,44.1,197,0,No Failure,9.300000000000011,65312.1,6839.467118350731,1,2
5305,L52484,L,303.9,313.1,1425,49.3,199,0,No Failure,9.200000000000045,70252.5,7356.824596543897,1,2
5306,H34719,H,303.9,313.2,1680,29.1,201,0,No Failure,9.300000000000011,48888.0,5119.539388289927,0,7
5307,H34720,H,304.0,313.2,1612,31.7,206,0,No Failure,9.199999999999989,51100.4,5351.221374516662,0,7
5308,L52487,L,304.0,313.3,1530,34.8,211,0,No Failure,9.300000000000011,53243.99999999999,5575.698641591164,1,7
5309,L52488,L,304.0,313.2,1481,42.6,213,0,No Failure,9.199999999999989,63090.6,6606.832182352407,1,2
5310,M20169,M,303.9,313.2,1422,48.0,215,1,Tool Wear Failure,9.300000000000011,68256.0,7147.751605447497,2,2
5311,L52490,L,303.8,313.0,1427,43.0,0,0,No Failure,9.199999999999989,61361.0,6425.708893897443,1,4
5312,H34725,H,303.7,312.9,1460,49.8,2,0,No Failure,9.199999999999989,72708.0,7613.963955240222,0,4
5313,L52492,L,303.6,312.9,1873,23.5,7,0,No Failure,9.299999999999955,44015.5,4609.292381469384,1,1
5314,M20173,M,303.7,312.9,1566,32.6,9,0,No Failure,9.199999999999989,51051.600000000006,5346.111050466823,2,1
5315,L52494,L,303.6,312.8,1701,30.8,12,0,No Failure,9.199999999999989,52390.8,5486.351746523072,1,1
5316,L52495,L,303.6,312.8,1710,27.2,14,0,No Failure,9.199999999999989,46512.0,4870.725250125615,1,1
5317,M20176,M,303.6,312.8,1689,33.1,16,0,No Failure,9.199999999999989,55905.9,5854.452157744187,2,1
5318,L52497,L,303.6,312.7,1637,32.9,19,0,No Failure,9.099999999999966,53857.299999999996,5639.923267406051,1,1
5319,L52498,L,303.5,312.6,1496,39.0,21,0,No Failure,9.100000000000023,58344.0,6109.76939270143,1,1
5320,M20179,M,303.5,312.7,1402,47.0,23,0,No Failure,9.199999999999989,65894.0,6900.403543854861,2,4
5321,L52500,L,303.4,312.7,1363,45.5,26,0,No Failure,9.300000000000011,62016.5,6494.35269337838,1,4
5322,M20181,M,303.4,312.7,1576,49.9,28,0,No Failure,9.300000000000011,78642.4,8235.41287002233,2,4
5323,M20182,M,303.4,312.7,1357,55.3,31,0,No Failure,9.300000000000011,75042.09999999999,7858.390335665019,2,4
5324,M20183,M,303.4,312.7,1399,48.4,34,0,No Failure,9.300000000000011,67711.59999999999,7090.7421707603535,2,4
5325,M20184,M,303.4,312.8,1526,30.8,37,0,No Failure,9.400000000000034,47000.8,4921.912266428105,2,1
5326,L52505,L,303.5,312.7,1694,27.3,40,0,No Failure,9.199999999999989,46246.200000000004,4842.89073921481,1,1
5327,M20186,M,303.5,312.7,1420,49.1,42,0,No Failure,9.199999999999989,69722.0,7301.270766452918,2,4
5329,M20188,M,303.7,312.9,1406,41.9,48,0,No Failure,9.199999999999989,58911.4,6169.187381756325,2,1
5330,L52509,L,303.7,313.0,1456,45.5,51,0,No Failure,9.300000000000011,66248.0,6937.47433716722,1,4
5331,L52510,L,303.6,312.9,1588,31.9,53,0,No Failure,9.299999999999955,50657.2,5304.809579047628,1,1
5332,L52511,L,303.7,312.8,1448,44.5,55,0,No Failure,9.100000000000023,64436.0,6747.722140890397,1,4
5333,H34746,H,303.6,312.7,1403,46.2,57,0,No Failure,9.099999999999966,64818.600000000006,6787.787919199179,0,4
5334,M20193,M,303.5,312.6,1405,51.6,62,0,No Failure,9.100000000000023,72498.0,7591.972806665094,2,4
5336,M20195,M,303.3,312.4,1505,38.9,68,0,No Failure,9.099999999999966,58544.5,6130.765703602921,2,1
5337,L52516,L,303.2,312.4,1663,33.7,71,0,No Failure,9.199999999999989,56043.100000000006,5868.819708146605,1,1
5338,M20197,M,303.3,312.6,1482,44.4,73,0,No Failure,9.300000000000011,65800.8,6890.643662677709,2,4
5339,M20198,M,303.3,312.5,1674,32.7,76,0,No Failure,9.199999999999989,54739.8,5732.3384512991515,2,1
5340,M20199,M,303.4,312.7,1594,32.8,79,0,No Failure,9.300000000000011,52283.2,5475.083900872195,2,1
5341,L52520,L,303.5,312.7,1393,49.3,82,0,No Failure,9.199999999999989,68674.9,7191.618710867122,1,4
5342,H34755,H,303.5,312.8,1404,55.8,84,0,No Failure,9.300000000000011,78343.2,8204.080719290529,0,4
5343,M20202,M,303.5,312.8,1375,45.7,89,0,No Failure,9.300000000000011,62837.50000000001,6580.327612331621,2,4
5344,L52523,L,303.5,312.8,1607,38.4,92,0,No Failure,9.300000000000011,61708.799999999996,6462.1304247280605,1,1
5345,L52524,L,303.4,312.8,1360,50.8,94,0,No Failure,9.400000000000034,69088.0,7234.878441707054,1,4
5346,L52525,L,303.5,312.8,1524,39.4,96,0,No Failure,9.300000000000011,60045.6,6287.960528013043,1,1
5347,L52526,L,303.4,312.7,1534,35.5,98,0,No Failure,9.300000000000011,54457.0,5702.723704551312,1,1
5348,L52527,L,303.3,312.7,1262,63.8,100,0,No Failure,9.399999999999977,80515.59999999999,8431.573915312478,1,4
5349,L52528,L,303.3,312.6,1623,34.6,102,0,No Failure,9.300000000000011,56155.8,5880.62162454859,1,1
5350,M20209,M,303.3,312.7,1642,33.6,104,0,No Failure,9.399999999999977,55171.200000000004,5777.514553657773,2,1
5351,M20210,M,303.4,312.8,1622,35.1,107,0,No Failure,9.400000000000034,56932.200000000004,5961.926042423494,2,7
5352,M20211,M,303.5,312.9,1530,34.5,110,0,No Failure,9.399999999999977,52785.0,5527.632273991241,2,7
5353,M20212,M,303.4,312.8,1590,36.3,113,0,No Failure,9.400000000000034,57716.99999999999,6044.110106241402,2,7
5354,L52533,L,303.4,312.7,1589,34.0,116,0,No Failure,9.300000000000011,54026.0,5657.589490094739,1,7
5355,L52534,L,303.4,312.6,1462,37.5,118,0,No Failure,9.200000000000045,54825.0,5741.260574435347,1,7
5356,H34769,H,303.3,312.5,1328,49.8,120,0,No Failure,9.199999999999989,66134.4,6925.578172985626,0,2
5357,H34770,H,303.3,312.6,1692,29.0,125,0,No Failure,9.300000000000011,49068.0,5138.388944211465,0,7
5359,H34772,H,303.3,312.6,1827,24.2,132,0,No Failure,9.300000000000011,44213.4,4630.016421007565,0,7
5360,M20219,M,303.3,312.6,1397,47.1,137,0,No Failure,9.300000000000011,65798.7,6890.423751191956,2,2
5361,L52540,L,303.3,312.6,1463,44.0,140,0,No Failure,9.300000000000011,64372.0,6741.020076562739,1,2
5362,L52541,L,303.3,312.7,1643,30.7,142,0,No Failure,9.399999999999977,50440.1,5282.07492021115,1,7
5363,L52542,L,303.2,312.6,1281,57.0,144,0,No Failure,9.400000000000034,73017.0,7646.3223595721975,1,2
5364,L52543,L,303.2,312.5,1518,39.9,146,0,No Failure,9.300000000000011,60568.2,6342.687072038576,1,2
5365,L52544,L,303.2,312.6,1601,35.3,148,0,No Failure,9.400000000000034,56515.299999999996,5918.268376514107,1,7
5366,L52545,L,303.1,312.6,1548,36.4,150,0,No Failure,9.5,56347.2,5900.6649856784925,1,7
5367,H34780,H,303.1,312.6,1404,40.6,152,0,No Failure,9.5,57002.4,5969.277369232894,0,2
5368,M20227,M,303.1,312.5,1766,26.7,157,0,No Failure,9.399999999999977,47152.2,4937.766837353221,2,7
5369,M20228,M,303.1,312.5,1667,30.0,160,0,No Failure,9.399999999999977,50010.0,5237.034953534185,2,7
5370,H34783,H,303.0,312.5,1507,37.9,163,0,No Failure,9.5,57115.299999999996,5981.1002295859025,0,7
5371,H34784,H,303.0,312.4,1627,37.1,168,0,No Failure,9.399999999999977,60361.700000000004,6321.062442606368,0,7
5372,L52551,L,302.9,312.3,1435,47.7,173,0,No Failure,9.400000000000034,68449.5,7168.014878063151,1,2
5373,H34786,H,302.9,312.3,1509,46.8,175,0,No Failure,9.400000000000034,70621.2,7395.434770256516,0,2
5374,M20233,M,302.9,312.3,1809,25.0,180,0,No Failure,9.400000000000034,45225.0,4735.950925286613,2,7
5375,L52554,L,302.9,312.3,1515,40.8,183,0,No Failure,9.400000000000034,61811.99999999999,6472.937503456409,1,2
5376,L52555,L,302.9,312.3,1530,34.9,185,0,No Failure,9.400000000000034,53397.0,5591.720764124472,1,7
5377,H34790,H,302.8,312.3,1336,57.5,187,0,No Failure,9.5,76820.0,8044.571588292263,0,2
5379,L52558,L,302.9,312.4,1550,36.9,194,0,No Failure,9.5,57195.0,5989.44639406894,1,7
5380,L52559,L,302.9,312.4,1446,41.7,196,0,No Failure,9.5,60298.200000000004,6314.412738156269,1,2
5381,L52560,L,302.8,312.3,1494,37.5,198,0,No Failure,9.5,56025.0,5866.924280578938,1,7
5382,L52561,L,302.8,312.4,1651,27.0,200,0,No Failure,9.599999999999966,44577.0,4668.092523969073,1,7
5383,L52562,L,302.9,312.4,1698,33.8,202,0,No Failure,9.5,57392.399999999994,6010.118073729561,1,7
5384,L52563,L,302.8,312.3,1504,40.3,204,0,No Failure,9.5,60611.2,6347.190021508722,1,2
5385,M20244,M,302.9,312.4,1421,46.0,206,0,No Failure,9.5,65366.0,6845.11151315168,2,2
5386,H34799,H,302.9,312.3,1754,26.9,209,0,No Failure,9.400000000000034,47182.6,4940.950317908859,0,7
5387,L52566,L,302.9,312.2,1469,42.0,214,0,No Failure,9.300000000000011,61698.0,6460.999451372768,1,2
5388,L52567,L,302.8,312.2,1433,50.0,216,0,No Failure,9.399999999999977,71650.0,7503.170454323622,1,2
5389,M20248,M,302.8,312.3,1432,49.0,218,0,No Failure,9.5,70168.0,7347.975777236286,2,2
5390,L52569,L,302.8,312.3,1366,49.1,221,0,No Failure,9.5,67070.6,7023.616807728653,1,2
5391,H34804,H,302.8,312.3,1483,47.2,223,0,No Failure,9.5,69997.6,7330.131530963897,0,2
5392,L52571,L,302.7,312.2,1572,34.4,228,0,No Failure,9.5,54076.799999999996,5662.909253654817,1,7
5393,L52572,L,302.8,312.2,1481,40.2,230,0,No Failure,9.399999999999977,59536.200000000004,6234.616284755089,1,2
5394,L52573,L,302.8,312.3,1473,42.6,232,0,No Failure,9.5,62749.8,6571.143689807626,1,2
5396,L52575,L,302.8,312.4,1529,36.8,237,0,No Failure,9.599999999999966,56267.2,5892.287405268919,1,7
5397,L52576,L,302.8,312.4,1523,39.7,239,0,No Failure,9.599999999999966,60463.100000000006,6331.681025775501,1,2
5398,M20257,M,302.8,312.3,1416,42.7,241,0,No Failure,9.5,60463.200000000004,6331.691497751013,2,2
5400,H34813,H,302.8,312.4,1411,53.8,246,1,Overstrain Failure,9.599999999999966,75911.8,7949.465106692589,0,2
5401,L52580,L,302.7,312.4,1477,46.3,251,1,Overstrain Failure,9.699999999999989,68385.09999999999,7161.270925833444,1,2
5402,M20261,M,302.6,312.3,1454,54.8,253,1,Tool Wear Failure,9.699999999999989,79679.2,8343.986312130393,2,2
5403,L52582,L,302.7,312.3,1421,48.5,0,0,No Failure,9.600000000000023,68918.5,7217.128443214272,1,4
5404,L52583,L,302.7,312.3,1858,25.4,2,0,No Failure,9.600000000000023,47193.2,4942.060347313127,1,1
5405,H34818,H,302.8,312.5,1422,46.1,4,0,No Failure,9.699999999999989,65554.2,6864.8197710652,0,4
5406,L52585,L,302.7,312.4,1444,48.7,9,0,No Failure,9.699999999999989,70322.8,7364.18639532881,1,4
5407,L52586,L,302.7,312.4,1360,47.8,11,0,No Failure,9.699999999999989,65007.99999999999,6807.6218408188415,1,4
5409,L52588,L,302.6,312.4,1628,33.0,15,0,No Failure,9.799999999999955,53724.0,5625.964124048602,1,1
5410,L52589,L,302.7,312.4,1433,44.2,17,0,No Failure,9.699999999999989,63338.600000000006,6632.802681622083,1,4
5411,M20270,M,302.7,312.5,1417,51.5,19,0,No Failure,9.800000000000011,72975.5,7641.976489734731,2,4
5412,L52591,L,302.8,312.6,1462,39.4,22,0,No Failure,9.800000000000011,57602.799999999996,6032.151110206737,1,1
5413,L52592,L,302.9,312.6,1328,59.9,24,0,No Failure,9.700000000000045,79547.2,8330.1633044546,1,4
5414,H34827,H,302.7,312.5,1527,36.4,26,0,No Failure,9.800000000000011,55582.799999999996,5820.617204865024,0,1
5415,L52594,L,302.6,312.3,1534,34.3,31,0,No Failure,9.699999999999989,52616.2,5509.955579327042,1,1
5416,M20275,M,302.6,312.4,1410,50.3,33,0,No Failure,9.799999999999955,70923.0,7427.03919235163,2,4
5417,L52596,L,302.6,312.3,1660,30.3,36,0,No Failure,9.699999999999989,50298.0,5267.1942430086465,1,1
5418,L52597,L,302.6,312.4,1386,45.8,38,0,No Failure,9.799999999999955,63478.799999999996,6647.484391289858,1,4
5419,L52598,L,302.6,312.4,1398,41.6,40,0,No Failure,9.799999999999955,58156.8,6090.165854543029,1,1
5420,L52599,L,302.6,312.3,1321,53.4,42,0,No Failure,9.699999999999989,70541.4,7387.078133797967,1,4
5421,L52600,L,302.6,312.3,1512,34.2,44,0,No Failure,9.699999999999989,51710.4,5415.100425139654,1,1
5422,M20281,M,302.6,312.3,1566,36.6,46,0,No Failure,9.699999999999989,57315.600000000006,6002.075596536371,2,1
5423,M20282,M,302.7,312.4,1422,44.5,49,0,No Failure,9.699999999999989,63279.0,6626.5613842169505,2,4
5424,L52603,L,302.6,312.3,1647,31.8,52,0,No Failure,9.699999999999989,52374.6,5484.655286490132,1,1
5425,L52604,L,302.6,312.2,1377,45.5,54,0,No Failure,9.599999999999966,62653.5,6561.059177389603,1,4
5426,L52605,L,302.5,312.2,1775,27.9,56,0,No Failure,9.699999999999989,49522.5,5185.984072913351,1,1
5427,L52606,L,302.6,312.3,1554,42.0,58,0,No Failure,9.699999999999989,65268.0,6834.8489771499535,1,1
5428,L52607,L,302.7,312.4,1423,51.9,60,0,No Failure,9.699999999999989,73853.7,7733.941378680816,1,4
5429,L52608,L,302.7,312.4,1453,47.3,62,0,No Failure,9.699999999999989,68726.9,7197.064138133344,1,4
5430,L52609,L,302.8,312.4,1590,34.4,64,0,No Failure,9.599999999999966,54696.0,5727.751726024911,1,1
5431,L52610,L,302.8,312.5,1694,28.4,66,0,No Failure,9.699999999999989,48109.6,5038.025530904783,1,1
5432,L52611,L,302.8,312.5,1462,43.4,68,0,No Failure,9.699999999999989,63450.799999999996,6644.552238146507,1,4
5433,L52612,L,302.8,312.4,1392,46.2,70,0,No Failure,9.599999999999966,64310.4,6734.569339647368,1,4
5434,L52613,L,302.9,312.5,1550,45.5,72,0,No Failure,9.600000000000023,70525.0,7385.360729814005,1,4
5435,L52614,L,302.9,312.5,1629,30.4,74,0,No Failure,9.600000000000023,49521.6,5185.889825133743,1,1
5436,M20295,M,303.0,312.5,1524,42.1,76,0,No Failure,9.5,64160.4,6718.861376379418,2,1
5437,M20296,M,302.9,312.5,1679,30.9,79,0,No Failure,9.600000000000023,51881.1,5432.97608733858,2,1
5438,M20297,M,302.9,312.6,1394,46.4,82,0,No Failure,9.700000000000045,64681.6,6773.441312747785,2,4
5439,L52618,L,302.9,312.5,1683,32.1,85,0,No Failure,9.600000000000023,54024.3,5657.4114665110355,1,1
5440,L52619,L,303.0,312.5,1626,30.5,87,0,No Failure,9.5,49593.0,5193.366815649287,1,1
5441,H34854,H,303.0,312.5,1698,30.0,89,0,No Failure,9.5,50940.0,5334.424325795469,0,1
5442,M20301,M,303.0,312.6,1392,42.9,94,0,No Failure,9.600000000000023,59716.799999999996,6253.528672529698,2,4
5443,L52622,L,303.1,312.7,1353,51.8,97,0,No Failure,9.599999999999966,70085.4,7339.325925463402,1,4
5444,M20303,M,303.0,312.7,1426,46.8,99,0,No Failure,9.699999999999989,66736.8,6988.66135346971,2,4
5446,M20305,M,303.0,312.8,1648,32.1,104,0,No Failure,9.800000000000011,52900.8,5539.758821634097,2,7
5447,L52626,L,303.1,312.9,1511,40.1,107,0,No Failure,9.799999999999955,60591.1,6345.085154430817,1,2
5448,L52627,L,303.1,312.8,1465,44.1,109,0,No Failure,9.699999999999989,64606.5,6765.5768591382985,1,2
5449,L52628,L,303.0,312.7,1551,41.8,111,0,No Failure,9.699999999999989,64831.799999999996,6789.170219966758,1,2
5451,H34864,H,303.1,312.8,1435,41.9,115,0,No Failure,9.699999999999989,60126.5,6296.432356202223,0,2
5452,L52631,L,303.0,312.7,1361,48.8,120,0,No Failure,9.699999999999989,66416.8,6955.1510318314195,1,2
5453,M20312,M,303.0,312.7,1553,35.8,122,0,No Failure,9.699999999999989,55597.399999999994,5822.146113289771,2,7
5454,L52633,L,303.0,312.6,1451,42.1,125,0,No Failure,9.600000000000023,61087.1,6397.026152970168,1,2
5455,L52634,L,303.0,312.5,1461,40.2,127,0,No Failure,9.5,58732.200000000004,6150.421601638882,1,2
5456,M20315,M,303.1,312.6,1895,23.5,129,0,No Failure,9.5,44532.5,4663.432494866249,2,7
5457,M20316,M,303.1,312.6,1567,32.9,132,0,No Failure,9.5,51554.299999999996,5398.753671365475,2,7
5458,M20317,M,303.0,312.5,1602,33.7,135,0,No Failure,9.5,53987.4,5653.54730754712,2,7
5459,L52638,L,303.1,312.6,1514,42.1,138,0,No Failure,9.5,63739.4,6674.774359474042,1,2
5460,L52639,L,303.1,312.5,1453,49.1,140,0,No Failure,9.399999999999977,71342.3,7470.948185673304,1,2
5461,M20320,M,303.0,312.4,1526,36.1,142,0,No Failure,9.399999999999977,55088.6,5768.864701884889,2,7
5462,M20321,M,302.9,312.3,1339,52.1,145,0,No Failure,9.400000000000034,69761.90000000001,7305.449084682194,2,2
5463,L52642,L,302.9,312.3,1889,22.8,148,0,No Failure,9.400000000000034,43069.200000000004,4510.196077199651,1,7
5464,L52643,L,302.9,312.4,1561,34.8,150,0,No Failure,9.5,54322.799999999996,5688.670313414253,1,7
5465,M20324,M,302.9,312.4,1659,33.1,152,0,No Failure,9.5,54912.9,5750.465440910365,2,7
5466,L52645,L,302.9,312.4,1424,49.5,155,0,No Failure,9.5,70488.0,7381.486098874578,1,2
5467,M20326,M,302.9,312.3,1426,44.7,157,0,No Failure,9.400000000000034,63742.200000000004,6675.067574788377,2,2
5468,L52647,L,302.9,312.4,1383,51.4,160,0,No Failure,9.5,71086.2,7444.129456387158,1,2
5469,L52648,L,302.8,312.3,1764,29.9,162,0,No Failure,9.5,52743.6,5523.296876129287,1,7
5470,M20329,M,302.7,312.2,1439,42.5,164,0,No Failure,9.5,61157.5,6404.398423730592,2,2
5471,M20330,M,302.7,312.2,1585,35.5,167,0,No Failure,9.5,56267.5,5892.318821195456,2,7
5472,L52651,L,302.7,312.3,1346,61.2,170,0,Random Failures,9.600000000000023,82375.2,8626.310771932996,1,2
5473,L52652,L,302.8,312.3,1386,57.8,172,0,No Failure,9.5,80110.8,8389.18335844004,1,2
5474,L52653,L,302.7,312.2,1369,51.8,174,0,No Failure,9.5,70914.2,7426.117658506576,1,2
5475,M20334,M,302.7,312.1,1378,46.9,176,0,No Failure,9.400000000000034,64628.2,6767.849277824395,2,2
5476,L52655,L,302.7,312.2,1336,46.8,179,0,No Failure,9.5,62524.799999999996,6547.581744905702,1,2
5477,M20336,M,302.6,312.1,1445,42.0,181,0,No Failure,9.5,60690.0,6355.441938212151,2,2
5478,L52657,L,302.7,312.1,1763,26.5,184,0,No Failure,9.400000000000034,46719.5,4892.454599312944,1,7
5479,L52658,L,302.7,312.2,1611,34.1,186,0,No Failure,9.5,54935.100000000006,5752.790219474022,1,7
5480,M20339,M,302.7,312.1,1564,32.1,188,0,No Failure,9.400000000000034,50204.4,5257.392473929447,2,7
5481,H34894,H,302.7,312.1,1478,36.0,191,0,No Failure,9.400000000000034,53208.0,5571.928730406857,0,7
5482,L52661,L,302.6,312.0,1781,28.5,196,0,No Failure,9.399999999999977,50758.5,5315.41769024125,1,7
5483,L52662,L,302.6,312.1,1782,26.8,198,0,No Failure,9.5,47757.6,5001.164177102663,1,7
5485,M20344,M,302.5,312.0,1826,25.3,203,0,No Failure,9.5,46197.8,4837.822303067018,2,7
5486,L52665,L,302.6,312.1,1344,51.0,206,0,No Failure,9.5,68544.0,7177.910894921959,1,2
5487,L52666,L,302.6,312.2,1520,43.0,208,0,No Failure,9.599999999999966,65360.0,6844.483194620962,1,2
5488,M20347,M,302.6,312.1,1611,39.9,210,0,No Failure,9.5,64278.899999999994,6731.270667361097,2,2
5489,L52668,L,302.7,312.2,1450,52.1,213,1,Overstrain Failure,9.5,75545.0,7911.053900514697,1,2
5490,L52669,L,302.6,312.1,1499,35.0,215,0,Random Failures,9.5,52465.0,5494.12195235295,1,7
5492,M20351,M,302.7,312.2,1350,58.6,2,0,No Failure,9.5,79110.0,8284.379827516284,2,4
5493,M20352,M,302.9,312.4,1334,50.9,5,0,No Failure,9.5,67900.59999999999,7110.534204477969,2,4
5494,L52673,L,302.8,312.4,1376,57.1,8,0,No Failure,9.599999999999966,78569.6,8227.78927184962,1,4
5495,L52674,L,302.8,312.4,1368,49.5,10,0,No Failure,9.599999999999966,67716.0,7091.2029376828805,1,4
5496,H34909,H,302.9,312.5,1357,55.0,12,0,Random Failures,9.600000000000023,74635.0,7815.7589233558065,0,4
5498,M20357,M,302.9,312.5,1551,40.0,20,0,No Failure,9.600000000000023,62040.0,6496.8136076236915,2,1
5500,H34913,H,302.9,312.3,1417,48.7,26,0,No Failure,9.400000000000034,69007.90000000001,7226.49038932197,0,4
5501,L52680,L,302.7,312.1,1601,35.2,31,0,No Failure,9.400000000000034,56355.200000000004,5901.50274371945,1,1
5502,L52681,L,302.7,312.1,1543,37.5,33,0,No Failure,9.400000000000034,57862.5,6059.346830611314,1,1
5503,L52682,L,302.6,312.1,1439,52.3,35,0,No Failure,9.5,75259.7,7881.177354379058,1,4
5504,H34917,H,302.6,312.0,1657,29.3,37,0,No Failure,9.399999999999977,48550.1,5084.154583034993,0,1
5505,L52684,L,302.8,312.2,1458,51.0,42,0,No Failure,9.399999999999977,74358.0,7786.751551187661,1,4
5506,L52685,L,302.8,312.2,1746,27.4,44,0,No Failure,9.399999999999977,47840.399999999994,5009.83497282657,1,1
5507,L52686,L,302.9,312.2,1677,30.5,46,0,No Failure,9.300000000000011,51148.5,5356.258394737917,1,1
5508,L52687,L,302.8,312.1,1520,39.9,48,0,No Failure,9.300000000000011,60648.0,6351.043708497125,1,1
5509,L52688,L,302.9,312.2,1367,55.1,50,0,No Failure,9.300000000000011,75321.7,7887.669979196477,1,4
5510,L52689,L,302.8,312.2,1509,36.5,52,0,Random Failures,9.399999999999977,55078.5,5767.807032358181,1,1
5511,L52690,L,302.8,312.1,1418,51.4,54,0,No Failure,9.300000000000011,72885.2,7632.520295847426,1,4
5513,L52692,L,302.8,312.2,1682,30.9,58,0,No Failure,9.399999999999977,51973.799999999996,5442.683608638173,1,1
5514,M20373,M,302.8,312.2,1452,50.3,60,0,No Failure,9.399999999999977,73035.59999999999,7648.270147017422,2,4
5515,L52694,L,302.7,312.0,1828,24.0,63,0,No Failure,9.300000000000011,43872.0,4594.2650966097135,1,1
5516,H34929,H,302.7,312.0,1484,41.5,65,0,No Failure,9.300000000000011,61586.0,6449.270838799366,0,1
5517,L52696,L,302.6,312.0,1674,32.2,70,0,No Failure,9.399999999999977,53902.8,5644.688016263996,1,1
5518,L52697,L,302.6,311.9,1448,49.5,72,0,No Failure,9.299999999999955,71676.0,7505.893167956733,1,4
5520,L52699,L,302.5,311.9,1452,47.4,77,0,No Failure,9.399999999999977,68824.8,7207.31620215956,1,4
5521,M20380,M,302.6,312.0,1496,45.0,79,0,No Failure,9.399999999999977,67320.0,7049.733914655495,2,4
5522,L52701,L,302.6,311.9,1397,46.9,82,0,No Failure,9.299999999999955,65519.299999999996,6861.165051611523,1,4
5523,L52702,L,302.6,311.9,1453,39.1,84,0,No Failure,9.299999999999955,56812.3,5949.370143784647,1,1
